control_value,R,G,B,W
0.963,6141,9236,9657,25506
0.964,6141,9237,9659,25510
0.965,6137,9238,9664,25512
0.966,6134,9240,9668,25516
0.967,6134,9241,9670,25518
0.968,6128,9243,9677,25524
0.969,6123,9248,9687,25535
0.97,6123,9249,9688,25537
0.971,6119,9250,9693,25539
0.972,6118,9253,9699,25547
0.973,6115,9253,9701,25548
0.974,6111,9256,9707,25554
0.975,6111,9257,9709,25557
0.976,6105,9260,9716,25564
0.977,6102,9263,9723,25571
0.978,6099,9263,9725,25571
0.979,6097,9264,9728,25573
0.98,6094,9267,9735,25580
0.981,6094,9268,9736,25583
0.982,6087,9271,9744,25589
0.983,6083,9274,9752,25596
0.984,6082,9276,9753,25599
0.985,6080,9277,9757,25602
0.986,6077,9280,9764,25610
0.987,6071,9284,9773,25618
0.988,6071,9285,9774,25620
0.989,6070,9284,9774,25619
0.99,6064,9287,9782,25627
0.991,6059,9290,9790,25631
0.992,6058,9290,9791,25632
0.993,6055,9292,9795,25637
0.994,6052,9294,9800,25641
0.995,6052,9295,9802,25645
0.996,6047,9298,9810,25652
0.997,6043,9302,9818,25660
0.998,6042,9304,9821,25664
0.999,6038,9303,9822,25661
0.001,52589,43458,29550,65535
0.002,52533,43344,29471,65535
0.003,52508,43290,29437,65535
0.004,52498,43255,29411,65535
0.005,52482,43266,29452,65535
0.006,52464,43264,29473,65535
0.007,52451,43263,29485,65535
0.008,52453,43306,29552,65535
0.009,52436,43290,29545,65535
0.01,52430,43330,29612,65535
0.011,52427,43330,29615,65535
0.012,52422,43336,29630,65535
0.013,52422,43378,29693,65535
0.014,52412,43417,29754,65535
0.015,52412,43426,29768,65535
0.016,52409,43446,29800,65535
0.017,52405,43476,29847,65535
0.018,52406,43485,29861,65535
0.019,52404,43532,29931,65535
0.02,52400,43584,30007,65535
0.021,52402,43589,30014,65535
0.022,52397,43618,30056,65535
0.023,52394,43641,30095,65535
0.024,52396,43657,30117,65535
0.025,52389,43698,30178,65535
0.026,52389,43753,30263,65535
0.027,52394,43756,30264,65535
0.028,52384,43787,30314,65535
0.029,52384,43809,30343,65535
0.03,52379,43829,30378,65535
0.031,52378,43862,30427,65535
0.032,52382,43923,30513,65535
0.033,52386,43927,30518,65535
0.034,52377,43960,30572,65535
0.035,52381,43981,30599,65535
0.036,52380,44008,30638,65535
0.037,52380,44038,30680,65535
0.038,52384,44090,30755,65535
0.039,52386,44100,30769,65535
0.04,52380,44134,30819,65535
0.041,52381,44157,30852,65535
0.042,52382,44179,30883,65535
0.043,52379,44219,30943,65535
0.044,52378,44275,31025,65535
0.045,52383,44279,31029,65535
0.046,52382,44323,31092,65535
0.047,52386,44343,31118,65535
0.048,52384,44367,31156,65535
0.049,52384,44403,31205,65535
0.05,52385,44462,31290,65535
0.051,52391,44478,31308,65535
0.052,52390,44526,31378,65535
0.053,52389,44569,31442,65535
0.054,52393,44585,31463,65535
0.055,52396,44616,31506,65535
0.056,52398,44649,31553,65535
0.057,52404,44654,31557,65535
0.058,52408,44711,31642,65535
0.059,52407,44737,31678,65535
0.06,52407,44771,31726,65535
0.061,52415,44788,31749,65535
0.062,52410,44829,31813,65535
0.063,52410,44888,31899,65535
0.064,52413,44894,31903,65535
0.065,52424,44924,31942,65535
0.066,52408,44945,31983,65535
0.067,52410,44996,32058,65535
0.068,52412,45009,32074,65535
0.069,52414,45043,32123,65535
0.07,52414,45065,32158,65535
0.071,52415,45088,32192,65535
0.072,52414,45128,32247,65535
0.073,52414,45178,32320,65535
0.074,52416,45184,32329,65535
0.075,52412,45227,32392,65535
0.076,52415,45244,32417,65535
0.077,52416,45285,32474,65535
0.078,52415,45302,32502,65535
0.079,52419,45326,32535,65535
0.08,52420,45365,32590,65535
0.081,52424,45378,32607,65535
0.082,52420,45426,32677,65535
0.083,52415,45475,32753,65535
0.084,52415,45480,32760,65535
0.085,52409,45510,32809,65535
0.086,52408,45533,32843,65535
0.087,52410,45546,32856,65535
0.088,52401,45586,32924,65535
0.089,52398,45641,33003,65535
0.09,52403,45649,33013,65535
0.091,52403,45690,33072,65535
0.092,52404,45710,33101,65535
0.093,52401,45728,33133,65535
0.094,52395,45761,33181,65535
0.095,52397,45769,33193,65535
0.096,52391,45816,33262,65535
0.097,52385,45849,33312,65535
0.098,52379,45865,33339,65535
0.099,52376,45923,33427,65535
0.1,52386,45950,33459,65535
0.101,52370,45976,33510,65535
0.102,52370,45980,33513,65535
0.103,52366,46034,33595,65535
0.104,52363,46079,33662,65535
0.105,52375,46099,33685,65535
0.106,52362,46121,33727,65535
0.107,52366,46150,33767,65535
0.108,52364,46166,33789,65535
0.109,52368,46200,33835,65535
0.11,52366,46210,33855,65535
0.111,52354,46259,33931,65535
0.112,52357,46296,33985,65535
0.113,52355,46318,34015,65535
0.114,52358,46336,34039,65535
0.115,52360,46379,34101,65535
0.116,52357,46419,34162,65535
0.117,52362,46435,34177,65535
0.118,52357,46477,34244,65535
0.119,52354,46501,34278,65535
0.12,52356,46509,34290,65535
0.121,52359,46555,34353,65535
0.122,52356,46582,34393,65535
0.123,52348,46611,34442,65535
0.124,52353,46624,34457,65535
0.125,52347,46673,34530,65535
0.126,52350,46735,34622,65535
0.127,52354,46738,34625,65535
0.128,52344,46767,34673,65535
0.129,52341,46788,34703,65535
0.13,52345,46801,34721,65535
0.131,52332,46840,34784,65535
0.132,52328,46889,34861,65535
0.133,52332,46900,34872,65535
0.134,52326,46922,34908,65535
0.135,52320,46950,34951,65535
0.136,52319,47009,35039,65535
0.137,52320,47009,35037,65535
0.138,52315,47038,35084,65535
0.139,52311,47061,35122,65535
0.14,52314,47080,35147,65535
0.141,52312,47121,35208,65535
0.142,52305,47167,35277,65535
0.143,52301,47173,35289,65535
0.144,52300,47206,35337,65535
0.145,52293,47224,35368,65535
0.146,52285,47273,35444,65535
0.147,52281,47277,35453,65535
0.148,52281,47290,35471,65535
0.149,52276,47334,35537,65535
0.15,52269,47380,35613,65535
0.151,52272,47400,35640,65535
0.152,52263,47437,35697,65535
0.153,52261,47484,35768,65535
0.154,52267,47498,35785,65535
0.155,52256,47509,35806,65535
0.156,52246,47542,35860,65535
0.157,52245,47592,35933,65535
0.158,52239,47595,35941,65535
0.159,52234,47614,35973,65535
0.16,52232,47648,36023,65535
0.161,52231,47655,36032,65535
0.162,52225,47702,36105,65535
0.163,52222,47738,36160,65535
0.164,52223,47759,36190,65535
0.165,52223,47772,36210,65535
0.166,52227,47818,36276,65535
0.167,52224,47852,36322,65535
0.168,52222,47877,36358,65535
0.169,52214,47928,36440,65535
0.17,52215,47930,36442,65535
0.171,52213,47970,36500,65535
0.172,52224,47996,36532,65535
0.173,52210,48006,36553,65535
0.174,52204,48043,36610,65535
0.175,52197,48084,36674,65535
0.176,52193,48092,36690,65535
0.177,52193,48105,36710,65535
0.178,52191,48153,36780,65535
0.179,52188,48197,36844,65535
0.18,52190,48209,36863,65535
0.181,52187,48221,36881,65535
0.182,52179,48257,36938,65535
0.183,52176,48309,37016,65535
0.184,52176,48315,37024,65535
0.185,52171,48338,37062,65535
0.186,52166,48370,37108,65535
0.187,52169,48383,37127,65535
0.188,52159,48422,37190,65535
0.189,52156,48465,37253,65535
0.19,52157,48480,37274,65535
0.191,52155,48497,37299,65535
0.192,52151,48533,37354,65535
0.193,52151,48537,37362,65535
0.194,52148,48591,37441,65535
0.195,52139,48627,37497,65535
0.196,52145,48650,37527,65535
0.197,52137,48658,37545,65535
0.198,52132,48695,37601,65535
0.199,52138,48708,37613,65535
0.2,52127,48767,37707,65535
0.201,52126,48810,37771,65535
0.202,52125,48864,37848,65535
0.203,52130,48873,37862,65535
0.204,52125,48893,37892,65535
0.205,52122,48925,37941,65535
0.206,52117,48980,38022,65535
0.207,52119,48984,38024,65535
0.208,52109,49022,38085,65535
0.209,52110,49034,38103,65535
0.21,52109,49066,38150,65535
0.211,52109,49093,38189,65535
0.212,52111,49097,38196,65535
0.213,52103,49148,38275,65535
0.214,52102,49194,38341,65535
0.215,52103,49207,38358,65535
0.216,52103,49234,38396,65535
0.217,52099,49268,38449,65535
0.218,52097,49318,38525,65535
0.219,52100,49324,38531,65535
0.22,52091,49346,38569,65535
0.221,52089,49375,38612,65535
0.222,52090,49378,38616,65535
0.223,52084,49430,38693,65535
0.224,52074,49462,38747,65535
0.225,52074,49483,38777,65535
0.226,52072,49483,38776,65535
0.227,52068,49538,38861,65535
0.228,52064,49580,38924,65535
0.229,52062,49590,38940,65535
0.23,52060,49608,38970,65535
0.231,52055,49642,39019,65535
0.232,52059,49646,39022,65535
0.233,52070,49715,39117,65535
0.234,52064,49743,39160,65535
0.235,52055,49763,39195,65535
0.236,52061,49770,39202,65535
0.237,52054,49823,39283,65535
0.238,52049,49857,39334,65535
0.239,52052,49877,39364,65535
0.24,52057,49893,39384,65535
0.241,52049,49937,39450,65535
0.242,52043,49986,39526,65535
0.243,52047,49995,39539,65535
0.244,52043,50009,39561,65535
0.245,52047,50055,39626,65535
0.246,52041,50102,39698,65535
0.247,52061,50126,39718,65535
0.248,52039,50129,39737,65535
0.249,52033,50160,39788,65535
0.25,52031,50213,39864,65535
0.251,52029,50222,39876,65535
0.252,52033,50283,39963,65535
0.253,52023,50307,40003,65535
0.254,52024,50334,40043,65535
0.255,52025,50343,40054,65535
0.256,52026,50394,40129,65535
0.257,52017,50442,40202,65535
0.258,52017,50444,40209,65535
0.259,52014,50473,40252,65535
0.26,52008,50498,40294,65535
0.261,52013,50516,40314,65535
0.262,52010,50562,40384,65535
0.263,52007,50600,40440,65535
0.264,52005,50617,40467,65535
0.265,52006,50635,40492,65535
0.266,51998,50672,40549,65535
0.267,51993,50718,40621,65535
0.268,51991,50724,40629,65535
0.269,51986,50743,40661,65535
0.27,51985,50778,40710,65535
0.271,51988,50785,40717,65535
0.272,51982,50838,40801,65535
0.273,51977,50872,40853,65535
0.274,51975,50889,40878,65535
0.275,51973,50911,40913,65535
0.276,51965,50939,40958,65535
0.277,51968,50949,40969,65535
0.278,51964,50999,41044,65535
0.279,51968,51039,41102,65535
0.28,51959,51056,41131,65535
0.281,51955,51061,41142,65535
0.282,51948,51105,41207,65535
0.283,51945,51159,41288,65535
0.284,51947,51162,41295,65535
0.285,51943,51187,41331,65535
0.286,51941,51215,41373,65535
0.287,51946,51223,41383,65535
0.288,51936,51273,41459,65535
0.289,51933,51315,41523,65535
0.29,51931,51328,41542,65535
0.291,51936,51341,41560,65535
0.292,51934,51388,41630,65535
0.293,51927,51438,41707,65535
0.294,51928,51444,41713,65535
0.295,51922,51479,41769,65535
0.296,51926,51505,41800,65535
0.297,51919,51521,41829,65535
0.298,51911,51551,41879,65535
0.299,51914,51599,41947,65535
0.3,51907,51664,42045,65535
0.301,51914,51672,42053,65535
0.302,51909,51697,42091,65535
0.303,51904,51722,42133,65535
0.304,51899,51776,42213,65535
0.305,51903,51781,42220,65535
0.306,51900,51801,42248,65535
0.307,51896,51839,42302,65535
0.308,51894,51889,42378,65535
0.309,51890,51891,42385,65535
0.31,51884,51922,42432,65535
0.311,51882,51945,42467,65535
0.312,51881,51954,42479,65535
0.313,51880,52003,42551,65535
0.314,51872,52042,42615,65535
0.315,51873,52054,42636,65535
0.316,51868,52069,42658,65535
0.317,51866,52111,42717,65535
0.318,51867,52113,42719,65535
0.319,51862,52166,42801,65535
0.32,51855,52182,42829,65535
0.321,51851,52215,42880,65535
0.322,51848,52269,42958,65535
0.323,51857,52282,42972,65535
0.324,51848,52297,42999,65535
0.325,51847,52333,43052,65535
0.326,51844,52366,43103,65535
0.327,51840,52386,43136,65535
0.328,51838,52395,43148,65535
0.329,51834,52441,43219,65535
0.33,51828,52478,43276,65535
0.331,51826,52493,43299,65535
0.332,51825,52500,43309,65535
0.333,51811,52541,43377,65535
0.334,51809,52577,43434,65535
0.335,51805,52597,43462,65535
0.336,51807,52608,43477,65535
0.337,51799,52652,43545,65535
0.338,51796,52693,43608,65535
0.339,51789,52704,43626,65535
0.34,51788,52719,43650,65535
0.341,51789,52763,43712,65535
0.342,51783,52762,43713,65535
0.343,51777,52814,43790,65535
0.344,51770,52844,43838,65535
0.345,51769,52866,43872,65535
0.346,51772,52875,43884,65535
0.347,51761,52919,43954,65535
0.348,51757,52962,44015,65535
0.349,51758,52976,44039,65535
0.35,51766,52989,44053,65535
0.351,51750,53055,44160,65535
0.352,51749,53090,44209,65535
0.353,51754,53101,44221,65535
0.354,51758,53157,44302,65535
0.355,51746,53179,44343,65535
0.356,51750,53211,44385,65535
0.357,51740,53260,44463,65535
0.358,51743,53265,44467,65535
0.359,51743,53297,44516,65535
0.36,51735,53317,44548,65535
0.361,51731,53370,44624,65535
0.362,51732,53377,44635,65535
0.363,51728,53398,44670,65535
0.364,51724,53428,44716,65535
0.365,51725,53485,44799,65535
0.366,51731,53498,44811,65535
0.367,51726,53504,44825,65535
0.368,51721,53547,44889,65535
0.369,51713,53597,44968,65535
0.37,51715,53601,44972,65535
0.371,51711,53629,45017,65535
0.372,51713,53660,45057,65535
0.373,51716,53670,45071,65535
0.374,51710,53716,45141,65535
0.375,51706,53766,45217,65535
0.376,51708,53774,45225,65535
0.377,51705,53802,45266,65535
0.378,51703,53831,45312,65535
0.379,51708,53820,45294,65535
0.38,51701,53877,45380,65535
0.381,51697,53920,45445,65535
0.382,51695,53942,45480,65535
0.383,51686,53992,45554,65535
0.384,51690,53997,45561,65535
0.385,51687,54022,45599,65535
0.386,51685,54050,45643,65535
0.387,51680,54057,45656,65535
0.388,51681,54104,45723,65535
0.389,51674,54160,45804,65535
0.39,51682,54163,45807,65535
0.391,51675,54185,45844,65535
0.392,51675,54219,45893,65535
0.393,51664,54262,45961,65535
0.394,51667,54269,45973,65535
0.395,51662,54282,45993,65535
0.396,51657,54320,46050,65535
0.397,51651,54375,46133,65535
0.398,51654,54379,46138,65535
0.399,51650,54406,46179,65535
0.4,51646,54472,46281,65535
0.401,51641,54489,46309,65535
0.402,51642,54547,46392,65535
0.403,51639,54549,46396,65535
0.404,51634,54575,46434,65535
0.405,51631,54600,46474,65535
0.406,51629,54605,46481,65535
0.407,51640,54667,46567,65535
0.408,51619,54692,46612,65535
0.409,51617,54708,46636,65535
0.41,51617,54721,46661,65535
0.411,51612,54763,46724,65535
0.412,51612,54763,46722,65535
0.413,51608,54821,46807,65535
0.414,51606,54839,46835,65535
0.415,51599,54874,46888,65535
0.416,51602,54881,46897,65535
0.417,51588,54921,46965,65535
0.418,51584,54956,47021,65535
0.419,51579,54973,47047,65535
0.42,51585,54986,47062,65535
0.421,51575,55029,47132,65535
0.422,51578,55047,47156,65535
0.423,51570,55086,47217,65535
0.424,51566,55116,47266,65535
0.425,51563,55137,47296,65535
0.426,51563,55150,47313,65535
0.427,51551,55184,47372,65535
0.428,51537,55228,47443,65535
0.429,51542,55238,47457,65535
0.43,51541,55263,47492,65535
0.431,51547,55304,47546,65535
0.432,51542,55308,47555,65535
0.433,51536,55354,47624,65535
0.434,51527,55397,47695,65535
0.435,51533,55413,47712,65535
0.436,51535,55417,47721,65535
0.437,51529,55467,47795,65535
0.438,51525,55517,47867,65535
0.439,51525,55527,47879,65535
0.44,51528,55535,47893,65535
0.441,51527,55578,47955,65535
0.442,51514,55617,48017,65535
0.443,51511,55636,48043,65535
0.444,51514,55641,48054,65535
0.445,51511,55697,48136,65535
0.446,51509,55734,48191,65535
0.447,51503,55747,48216,65535
0.448,51505,55763,48237,65535
0.449,51498,55805,48300,65535
0.45,51494,55846,48366,65535
0.451,51487,55913,48465,65535
0.452,51489,55915,48470,65535
0.453,51481,55949,48521,65535
0.454,51483,55970,48552,65535
0.455,51479,55980,48567,65535
0.456,51479,56027,48634,65535
0.457,51474,56071,48705,65535
0.458,51477,56062,48690,65535
0.459,51476,56084,48719,65535
0.46,51464,56131,48796,65535
0.461,51463,56158,48835,65535
0.462,51459,56178,48870,65535
0.463,51460,56187,48879,65535
0.464,51453,56235,48957,65535
0.465,51442,56269,49010,65535
0.466,51441,56289,49042,65535
0.467,51444,56292,49040,65535
0.468,51434,56350,49131,65535
0.469,51433,56393,49194,65535
0.47,51429,56403,49214,65535
0.471,51432,56407,49217,65535
0.472,51423,56457,49296,65535
0.473,51420,56478,49330,65535
0.474,51413,56506,49374,65535
0.475,51412,56553,49446,65535
0.476,51405,56557,49456,65535
0.477,51403,56587,49501,65535
0.478,51403,56614,49540,65535
0.479,51400,56619,49549,65535
0.48,51391,56666,49621,65535
0.481,51389,56689,49659,65535
0.482,51386,56718,49703,65535
0.483,51386,56726,49712,65535
0.484,51379,56775,49788,65535
0.485,51378,56817,49849,65535
0.486,51370,56828,49871,65535
0.487,51371,56851,49903,65535
0.488,51366,56883,49952,65535
0.489,51361,56923,50018,65535
0.49,51366,56940,50037,65535
0.491,51367,56972,50086,65535
0.492,51361,56993,50118,65535
0.493,51362,57009,50140,65535
0.494,51357,57051,50203,65535
0.495,51351,57104,50284,65535
0.496,51352,57106,50286,65535
0.497,51346,57140,50338,65535
0.498,51344,57152,50359,65535
0.499,51346,57175,50390,65535
0.5,51327,57269,50539,65535
0.501,51272,57401,50765,65535
0.502,51250,57430,50824,65535
0.503,51235,57484,50913,65535
0.504,51185,57487,50950,65535
0.505,51177,57495,50966,65535
0.506,51165,57510,50995,65535
0.507,51142,57534,51045,65535
0.508,51143,57538,51051,65535
0.509,51104,57571,51121,65535
0.51,51083,57594,51172,65535
0.511,51071,57609,51200,65535
0.512,51066,57628,51230,65535
0.513,51034,57648,51277,65535
0.514,51005,57682,51348,65535
0.515,50999,57684,51355,65535
0.516,50980,57708,51401,65535
0.517,50968,57725,51433,65535
0.518,50957,57738,51460,65535
0.519,50933,57766,51518,65535
0.52,50904,57802,51588,65535
0.521,50901,57809,51601,65535
0.522,50886,57823,51634,65535
0.523,50861,57842,51677,65535
0.524,50834,57876,51741,65535
0.525,50831,57889,51762,65535
0.526,50824,57890,51773,65535
0.527,50793,57919,51836,65535
0.528,50768,57951,51896,65535
0.529,50760,57959,51915,65535
0.53,50746,57972,51940,65535
0.531,50722,57998,51996,65535
0.532,50691,58033,52064,65535
0.533,50686,58035,52074,65535
0.534,50676,58045,52094,65535
0.535,50645,58067,52146,65535
0.536,50619,58102,52214,65535
0.537,50618,58112,52230,65535
0.538,50594,58128,52272,65535
0.539,50581,58150,52308,65535
0.54,50542,58181,52382,65535
0.541,50539,58179,52377,65535
0.542,50516,58196,52419,65535
0.543,50506,58217,52459,65535
0.544,50501,58224,52471,65535
0.545,50474,58257,52538,65535
0.546,50449,58285,52595,65535
0.547,50441,58295,52616,65535
0.548,50427,58316,52654,65535
0.549,50404,58329,52688,65535
0.55,50410,58337,52699,65535
0.551,50354,58382,52799,65535
0.552,50331,58404,52843,65535
0.553,50328,58406,52851,65535
0.554,50295,58439,52919,65535
0.555,50272,58468,52975,65535
0.556,50260,58476,52996,65535
0.557,50242,58489,53031,65535
0.558,50225,58516,53076,65535
0.559,50225,58512,53074,65535
0.56,50186,58546,53150,65535
0.561,50168,58560,53182,65535
0.562,50148,58580,53223,65535
0.563,50146,58580,53226,65535
0.564,50116,58617,53300,65535
0.565,50091,58638,53347,65535
0.566,50082,58659,53383,65535
0.567,50078,58664,53398,65535
0.568,50047,58692,53455,65535
0.569,50021,58711,53503,65535
0.57,50010,58723,53530,65535
0.571,50005,58737,53550,65535
0.572,49972,58757,53605,65535
0.573,49943,58784,53663,65535
0.574,49937,58797,53685,65535
0.575,49918,58812,53718,65535
0.576,49894,58822,53749,65535
0.577,49896,58828,53753,65535
0.578,49864,58866,53832,65535
0.579,49849,58881,53863,65535
0.58,49826,58900,53907,65535
0.581,49788,58932,53982,65535
0.582,49789,58936,53985,65535
0.583,49759,58956,54036,65535
0.584,49750,58967,54057,65535
0.585,49743,58980,54081,65535
0.586,49710,58999,54131,65535
0.587,49710,59000,54131,65535
0.588,49672,59033,54206,65535
0.589,49648,59051,54251,65535
0.59,49636,59071,54281,65535
0.591,49626,59082,54308,65535
0.592,49593,59097,54353,65535
0.593,49568,59122,54404,65535
0.594,49555,59132,54427,65535
0.595,49548,59146,54452,65535
0.596,49514,59165,54501,65535
0.597,49483,59194,54565,65535
0.598,49480,59202,54580,65535
0.599,49459,59212,54606,65535
0.6,49409,59264,54713,65535
0.601,49405,59271,54729,65535
0.602,49378,59279,54759,65535
0.603,49363,59300,54798,65535
0.604,49330,59328,54863,65535
0.605,49326,59334,54873,65535
0.606,49308,59344,54901,65535
0.607,49286,59361,54945,65535
0.608,49287,59374,54962,65535
0.609,49250,59400,55022,65535
0.61,49221,59432,55091,65535
0.611,49221,59442,55103,65535
0.612,49193,59454,55142,65535
0.613,49176,59467,55169,65535
0.614,49167,59482,55196,65535
0.615,49143,59506,55249,65535
0.616,49143,59514,55256,65535
0.617,49106,59541,55319,65535
0.618,49081,59577,55393,65535
0.619,49074,59582,55401,65535
0.62,49052,59596,55439,65535
0.621,49033,59610,55473,65535
0.622,49026,59616,55485,65535
0.623,48997,59644,55549,65535
0.624,48964,59666,55602,65535
0.625,48959,59678,55623,65535
0.626,48943,59689,55650,65535
0.627,48919,59709,55695,65535
0.628,48920,59714,55705,65535
0.629,48886,59747,55774,65535
0.63,48868,59766,55808,65535
0.631,48852,59787,55852,65535
0.632,48814,59811,55914,65535
0.633,48818,59824,55930,65535
0.634,48794,59836,55963,65535
0.635,48777,59854,55998,65535
0.636,48738,59883,56066,65535
0.637,48735,59885,56072,65535
0.638,48725,59895,56092,65535
0.639,48698,59919,56145,65535
0.64,48674,59941,56194,65535
0.641,48666,59961,56229,65535
0.642,48652,59973,56256,65535
0.643,48629,59994,56302,65535
0.644,48626,59998,56310,65535
0.645,48590,60030,56380,65535
0.646,48570,60055,56430,65535
0.647,48561,60072,56461,65535
0.648,48547,60071,56468,65535
0.649,48512,60094,56522,65535
0.65,48488,60121,56583,65535
0.651,48440,60159,56668,65535
0.652,48440,60164,56675,65535
0.653,48414,60183,56720,65535
0.654,48399,60192,56745,65535
0.655,48387,60205,56772,65535
0.656,48362,60227,56819,65535
0.657,48362,60238,56836,65535
0.658,48333,60270,56901,65535
0.659,48307,60291,56953,65535
0.66,48293,60304,56981,65535
0.661,48280,60318,57006,65535
0.662,48260,60337,57050,65535
0.663,48264,60338,57051,65535
0.664,48224,60373,57126,65535
0.665,48203,60388,57162,65535
0.666,48181,60398,57191,65535
0.667,48151,60436,57263,65535
0.668,48151,60440,57271,65535
0.669,48125,60457,57314,65535
0.67,48111,60475,57349,65535
0.671,48101,60491,57378,65535
0.672,48074,60507,57421,65535
0.673,48075,60515,57435,65535
0.674,48041,60541,57494,65535
0.675,48022,60562,57537,65535
0.676,48004,60575,57573,65535
0.677,48001,60579,57576,65535
0.678,47971,60617,57653,65535
0.679,47937,60646,57713,65535
0.68,47936,60652,57727,65535
0.681,47914,60671,57770,65535
0.682,47899,60686,57802,65535
0.683,47891,60696,57823,65535
0.684,47867,60723,57879,65535
0.685,47836,60749,57934,65535
0.686,47829,60754,57949,65535
