control_value,R,G,B,W
0.955,3771,6066,6372,16568
0.956,3770,6066,6372,16567
0.957,3768,6067,6376,16572
0.958,3767,6068,6378,16574
0.959,3765,6068,6380,16575
0.96,3763,6070,6384,16579
0.961,3762,6071,6386,16580
0.962,3759,6073,6391,16585
0.963,3757,6075,6395,16590
0.964,3756,6076,6397,16592
0.965,3754,6077,6400,16594
0.966,3752,6078,6403,16598
0.967,3751,6079,6405,16600
0.968,3748,6081,6410,16606
0.969,3745,6084,6416,16611
0.97,3745,6084,6417,16613
0.971,3743,6085,6420,16615
0.972,3741,6086,6423,16617
0.973,3741,6086,6424,16619
0.974,3737,6089,6429,16624
0.975,3735,6090,6433,16627
0.976,3734,6091,6435,16630
0.977,3732,6092,6438,16633
0.978,3730,6094,6443,16638
0.979,3730,6094,6443,16638
0.98,3727,6096,6448,16643
0.981,3724,6098,6452,16648
0.982,3723,6099,6455,16650
0.983,3722,6100,6457,16652
0.984,3720,6102,6462,16657
0.985,3719,6102,6462,16657
0.986,3716,6104,6467,16662
0.987,3713,6106,6472,16668
0.988,3712,6107,6474,16670
0.989,3711,6108,6477,16672
0.99,3709,6110,6481,16676
0.991,3708,6110,6482,16678
0.992,3705,6112,6486,16682
0.993,3705,6112,6487,16683
0.994,3702,6115,6493,16688
0.995,3699,6116,6498,16693
0.996,3698,6117,6500,16696
0.997,3697,6117,6500,16695
0.998,3694,6119,6505,16700
0.999,3691,6121,6511,16704
0.001,4013,3478,2367,9760
0.002,4006,3467,2358,9734
0.003,4004,3463,2356,9724
0.004,4004,3460,2354,9720
0.005,4002,3461,2357,9722
0.006,4002,3462,2360,9727
0.007,4002,3463,2361,9728
0.008,4000,3463,2363,9728
0.009,3999,3464,2365,9731
0.01,3999,3464,2366,9732
0.011,3999,3467,2371,9740
0.012,3998,3470,2376,9749
0.013,3998,3471,2377,9750
0.014,3998,3473,2380,9755
0.015,3997,3474,2383,9758
0.016,3997,3478,2389,9769
0.017,3997,3478,2389,9769
0.018,3996,3481,2393,9776
0.019,3996,3482,2396,9780
0.02,3996,3483,2397,9782
0.021,3995,3486,2402,9790
0.022,3995,3490,2408,9800
0.023,3995,3491,2409,9802
0.024,3994,3493,2413,9807
0.025,3994,3495,2415,9812
0.026,3994,3496,2418,9816
0.027,3994,3498,2421,9822
0.028,3994,3499,2422,9823
0.029,3993,3503,2428,9834
0.03,3993,3507,2434,9843
0.031,3993,3508,2435,9845
0.032,3992,3510,2439,9851
0.033,3992,3512,2442,9856
0.034,3992,3512,2442,9857
0.035,3992,3516,2448,9867
0.036,3992,3520,2454,9877
0.037,3992,3520,2455,9878
0.038,3991,3523,2459,9885
0.039,3991,3525,2462,9889
0.04,3991,3526,2463,9892
0.041,3990,3529,2468,9900
0.042,3991,3529,2468,9900
0.043,3991,3533,2475,9912
0.044,3990,3536,2480,9920
0.045,3990,3537,2481,9922
0.046,3990,3539,2484,9926
0.047,3989,3541,2488,9933
0.048,3989,3542,2489,9935
0.049,3989,3546,2494,9944
0.05,3988,3550,2500,9954
0.051,3989,3552,2503,9959
0.052,3988,3555,2508,9967
0.053,3988,3555,2508,9968
0.054,3988,3559,2515,9979
0.055,3987,3562,2520,9988
0.056,3987,3563,2521,9990
0.057,3987,3565,2524,9994
0.058,3987,3568,2528,10001
0.059,3987,3568,2528,10002
0.06,3987,3573,2535,10015
0.061,3986,3575,2539,10021
0.062,3986,3577,2541,10024
0.063,3986,3578,2544,10029
0.064,3986,3581,2548,10036
0.065,3986,3585,2554,10046
0.066,3986,3585,2555,10047
0.067,3985,3588,2559,10054
0.068,3985,3590,2561,10059
0.069,3985,3591,2564,10062
0.07,3985,3594,2568,10069
0.071,3985,3595,2569,10071
0.072,3985,3599,2575,10081
0.073,3984,3603,2581,10091
0.074,3985,3604,2582,10093
0.075,3984,3606,2586,10100
0.076,3984,3608,2588,10105
0.077,3984,3610,2591,10109
0.078,3984,3612,2595,10116
0.079,3983,3613,2596,10117
0.08,3983,3616,2602,10127
0.081,3983,3620,2607,10136
0.082,3983,3621,2608,10139
0.083,3983,3623,2611,10144
0.084,3982,3625,2615,10149
0.085,3982,3626,2617,10152
0.086,3982,3630,2622,10161
0.087,3982,3634,2628,10171
0.088,3982,3634,2628,10172
0.089,3982,3637,2633,10180
0.09,3981,3638,2635,10184
0.091,3981,3639,2637,10186
0.092,3981,3643,2642,10195
0.093,3981,3647,2648,10207
0.094,3981,3647,2649,10207
0.095,3980,3649,2652,10212
0.096,3980,3652,2656,10218
0.097,3980,3656,2661,10229
0.098,3980,3656,2662,10231
0.099,3980,3659,2666,10237
0.1,3980,3665,2675,10253
0.101,3980,3666,2676,10254
0.102,3979,3668,2680,10261
0.103,3979,3670,2683,10265
0.104,3979,3671,2684,10268
0.105,3979,3674,2689,10276
0.106,3978,3678,2696,10287
0.107,3979,3679,2696,10288
0.108,3978,3681,2701,10296
0.109,3978,3683,2703,10300
0.11,3978,3685,2706,10305
0.111,3978,3687,2709,10311
0.112,3978,3689,2711,10314
0.113,3978,3692,2716,10323
0.114,3977,3697,2723,10335
0.115,3978,3697,2723,10335
0.116,3977,3700,2728,10343
0.117,3977,3701,2730,10346
0.118,3977,3703,2732,10350
0.119,3977,3705,2736,10357
0.12,3977,3710,2743,10368
0.121,3978,3711,2744,10371
0.122,3977,3711,2745,10373
0.123,3977,3715,2750,10381
0.124,3976,3719,2757,10392
0.125,3976,3719,2757,10394
0.126,3976,3721,2760,10398
0.127,3976,3724,2764,10405
0.128,3976,3725,2765,10407
0.129,3976,3728,2770,10416
0.13,3976,3732,2776,10427
0.131,3976,3733,2777,10428
0.132,3975,3735,2781,10435
0.133,3975,3737,2784,10440
0.134,3975,3739,2786,10444
0.135,3975,3742,2791,10452
0.136,3975,3742,2791,10453
0.137,3975,3746,2798,10464
0.138,3975,3750,2803,10473
0.139,3975,3751,2805,10476
0.14,3974,3753,2808,10481
0.141,3974,3755,2811,10487
0.142,3974,3759,2818,10497
0.143,3974,3759,2818,10498
0.144,3973,3762,2821,10503
0.145,3973,3764,2825,10509
0.146,3973,3764,2825,10510
0.147,3972,3768,2831,10520
0.148,3972,3772,2837,10529
0.149,3973,3773,2838,10532
0.15,3972,3775,2841,10537
0.151,3972,3781,2851,10554
0.152,3972,3781,2851,10555
0.153,3971,3784,2856,10562
0.154,3971,3786,2858,10567
0.155,3971,3788,2861,10570
0.156,3971,3791,2865,10579
0.157,3971,3791,2866,10579
0.158,3971,3795,2872,10589
0.159,3971,3799,2878,10600
0.16,3971,3800,2879,10602
0.161,3970,3802,2882,10608
0.162,3970,3804,2885,10613
0.163,3970,3805,2887,10615
0.164,3970,3808,2892,10624
0.165,3970,3812,2897,10633
0.166,3970,3813,2899,10636
0.167,3969,3815,2902,10641
0.168,3969,3817,2906,10647
0.169,3969,3822,2912,10659
0.17,3969,3822,2912,10660
0.171,3969,3824,2916,10666
0.172,3969,3826,2919,10671
0.173,3969,3828,2921,10675
0.174,3968,3831,2926,10682
0.175,3968,3831,2926,10682
0.176,3968,3835,2933,10694
0.177,3968,3839,2938,10702
0.178,3968,3840,2939,10705
0.179,3967,3841,2942,10709
0.18,3967,3844,2946,10715
0.181,3967,3848,2952,10726
0.182,3967,3848,2952,10727
0.183,3966,3851,2957,10734
0.184,3966,3853,2959,10738
0.185,3966,3855,2962,10744
0.186,3966,3858,2966,10751
0.187,3966,3858,2968,10753
0.188,3966,3861,2973,10762
0.189,3965,3866,2979,10773
0.19,3966,3866,2980,10774
0.191,3965,3869,2984,10782
0.192,3965,3871,2986,10786
0.193,3965,3872,2989,10790
0.194,3965,3875,2993,10797
0.195,3965,3876,2994,10798
0.196,3964,3880,3000,10809
0.197,3964,3883,3006,10818
0.198,3964,3884,3007,10820
0.199,3963,3886,3010,10825
0.2,3963,3892,3020,10842
0.201,3963,3893,3020,10842
0.202,3963,3896,3025,10850
0.203,3963,3897,3027,10853
0.204,3963,3898,3028,10856
0.205,3963,3902,3034,10867
0.206,3962,3906,3039,10875
0.207,3963,3906,3041,10878
0.208,3962,3909,3045,10885
0.209,3962,3911,3047,10889
0.21,3962,3913,3050,10894
0.211,3962,3915,3054,10901
0.212,3961,3919,3061,10912
0.213,3962,3920,3061,10912
0.214,3961,3923,3066,10921
0.215,3961,3925,3068,10924
0.216,3961,3926,3071,10929
0.217,3961,3929,3075,10936
0.218,3961,3929,3075,10936
0.219,3961,3934,3081,10948
0.22,3960,3936,3085,10954
0.221,3960,3938,3088,10959
0.222,3960,3939,3090,10962
0.223,3960,3942,3095,10970
0.224,3960,3942,3095,10971
0.225,3960,3947,3102,10982
0.226,3959,3949,3105,10987
0.227,3959,3952,3109,10994
0.228,3960,3952,3110,10996
0.229,3959,3956,3116,11007
0.23,3959,3960,3121,11016
0.231,3959,3961,3122,11018
0.232,3959,3963,3126,11025
0.233,3959,3965,3129,11030
0.234,3959,3966,3131,11033
0.235,3958,3970,3135,11041
0.236,3958,3974,3142,11053
0.237,3958,3975,3143,11054
0.238,3958,3978,3147,11061
0.239,3958,3979,3149,11064
0.24,3957,3981,3152,11070
0.241,3957,3983,3156,11076
0.242,3957,3984,3158,11079
0.243,3957,3987,3163,11087
0.244,3957,3992,3169,11098
0.245,3956,3992,3169,11098
0.246,3956,3995,3174,11107
0.247,3956,3996,3176,11109
0.248,3956,3997,3178,11113
0.249,3956,4000,3183,11121
0.25,3956,4001,3183,11121
0.251,3955,4006,3191,11135
0.252,3955,4009,3196,11144
0.253,3954,4013,3201,11152
0.254,3954,4013,3203,11155
0.255,3954,4015,3206,11160
0.256,3954,4018,3210,11166
0.257,3953,4022,3216,11176
0.258,3954,4022,3216,11178
0.259,3954,4024,3218,11181
0.26,3953,4027,3223,11189
0.261,3953,4030,3229,11199
0.262,3953,4031,3230,11201
0.263,3952,4034,3234,11207
0.264,3952,4035,3236,11212
0.265,3952,4037,3238,11214
0.266,3952,4040,3243,11223
0.267,3952,4044,3249,11233
0.268,3952,4044,3250,11234
0.269,3951,4046,3253,11239
0.27,3951,4049,3257,11246
0.271,3951,4050,3258,11249
0.272,3951,4054,3264,11258
0.273,3951,4058,3270,11270
0.274,3951,4058,3270,11270
0.275,3950,4061,3275,11278
0.276,3950,4062,3277,11281
0.277,3950,4064,3279,11285
0.278,3950,4067,3284,11293
0.279,3950,4071,3290,11304
0.28,3950,4072,3291,11306
0.281,3950,4074,3295,11312
0.282,3950,4076,3298,11318
0.283,3950,4078,3300,11321
0.284,3950,4081,3305,11329
0.285,3950,4081,3305,11330
0.286,3949,4085,3311,11340
0.287,3949,4089,3317,11350
0.288,3950,4091,3319,11354
0.289,3949,4092,3321,11358
0.29,3949,4095,3325,11364
0.291,3949,4096,3327,11368
0.292,3948,4099,3331,11375
0.293,3948,4103,3338,11386
0.294,3948,4104,3339,11388
0.295,3948,4106,3343,11395
0.296,3948,4108,3345,11399
0.297,3948,4108,3346,11400
0.298,3947,4112,3352,11410
0.299,3947,4116,3357,11419
0.3,3947,4118,3360,11425
0.301,3946,4121,3365,11433
0.302,3946,4125,3372,11445
0.303,3946,4126,3373,11446
0.304,3946,4128,3377,11452
0.305,3946,4130,3379,11457
0.306,3946,4131,3381,11459
0.307,3945,4134,3386,11469
0.308,3945,4139,3392,11479
0.309,3946,4139,3393,11480
0.31,3945,4142,3398,11487
0.311,3945,4143,3399,11490
0.312,3945,4145,3402,11495
0.313,3944,4148,3406,11503
0.314,3945,4148,3407,11504
0.315,3944,4152,3413,11514
0.316,3944,4155,3417,11521
0.317,3943,4156,3420,11525
0.318,3944,4158,3422,11530
0.319,3944,4161,3427,11538
0.32,3944,4162,3427,11539
0.321,3943,4166,3433,11549
0.322,3943,4170,3439,11558
0.323,3943,4170,3440,11561
0.324,3942,4173,3444,11567
0.325,3942,4175,3447,11572
0.326,3942,4176,3449,11576
0.327,3942,4179,3454,11584
0.328,3942,4180,3455,11586
0.329,3942,4183,3460,11594
0.33,3942,4188,3467,11606
0.331,3942,4188,3467,11607
0.332,3941,4191,3471,11614
0.333,3941,4192,3474,11617
0.334,3941,4194,3476,11623
0.335,3941,4197,3481,11629
0.336,3941,4197,3481,11631
0.337,3941,4202,3488,11642
0.338,3940,4204,3492,11649
0.339,3941,4206,3495,11654
0.34,3940,4208,3497,11658
0.341,3939,4210,3501,11664
0.342,3940,4211,3502,11666
0.343,3939,4215,3508,11676
0.344,3939,4218,3513,11683
0.345,3939,4219,3515,11687
0.346,3939,4221,3518,11692
0.347,3938,4223,3521,11698
0.348,3938,4225,3523,11701
0.349,3938,4228,3528,11710
0.35,3938,4232,3535,11721
0.351,3938,4234,3537,11726
0.352,3938,4237,3542,11733
0.353,3937,4241,3547,11743
0.354,3937,4242,3549,11746
0.355,3936,4244,3552,11750
0.356,3936,4246,3555,11755
0.357,3936,4247,3557,11758
0.358,3936,4250,3562,11767
0.359,3936,4250,3562,11767
0.36,3936,4254,3569,11778
0.361,3935,4258,3574,11788
0.362,3936,4260,3576,11792
0.363,3935,4261,3579,11796
0.364,3935,4263,3582,11800
0.365,3935,4265,3584,11805
0.366,3934,4268,3589,11812
0.367,3935,4268,3589,11813
0.368,3935,4273,3596,11826
0.369,3934,4275,3599,11831
0.37,3934,4277,3602,11836
0.371,3934,4278,3605,11840
0.372,3934,4281,3609,11848
0.373,3934,4282,3610,11850
0.374,3933,4285,3616,11859
0.375,3933,4289,3621,11868
0.376,3933,4290,3623,11872
0.377,3932,4292,3626,11875
0.378,3932,4295,3630,11883
0.379,3933,4296,3631,11885
0.38,3932,4299,3637,11894
0.381,3932,4303,3643,11905
0.382,3932,4303,3644,11906
0.383,3931,4306,3648,11913
0.384,3932,4308,3651,11918
0.385,3932,4309,3652,11919
0.386,3931,4313,3657,11929
0.387,3931,4317,3664,11940
0.388,3931,4317,3664,11940
0.389,3931,4320,3668,11948
0.39,3930,4322,3671,11953
0.391,3931,4324,3673,11957
0.392,3930,4326,3678,11964
0.393,3930,4327,3679,11965
0.394,3930,4331,3685,11976
0.395,3929,4334,3689,11984
0.396,3929,4335,3691,11987
0.397,3930,4336,3693,11990
0.398,3929,4340,3698,11999
0.399,3929,4343,3704,12009
0.4,3929,4346,3707,12015
0.401,3928,4349,3712,12022
0.402,3928,4348,3712,12022
0.403,3928,4353,3719,12034
0.404,3927,4356,3724,12042
0.405,3928,4357,3725,12045
0.406,3927,4360,3729,12051
0.407,3927,4362,3732,12056
0.408,3927,4363,3734,12060
0.409,3927,4367,3739,12068
0.41,3927,4366,3739,12068
0.411,3927,4371,3746,12080
0.412,3926,4374,3751,12089
0.413,3926,4375,3753,12092
0.414,3926,4377,3755,12096
0.415,3926,4380,3760,12103
0.416,3925,4384,3766,12115
0.417,3926,4385,3767,12116
0.418,3925,4388,3771,12124
0.419,3925,4389,3773,12127
0.42,3925,4391,3776,12131
0.421,3925,4393,3780,12138
0.422,3924,4394,3781,12140
0.423,3924,4398,3787,12149
0.424,3924,4401,3792,12158
0.425,3924,4402,3794,12161
0.426,3924,4405,3797,12167
0.427,3924,4407,3801,12173
0.428,3924,4407,3801,12174
0.429,3923,4411,3807,12184
0.43,3922,4414,3813,12193
0.431,3923,4416,3814,12196
0.432,3923,4416,3815,12198
0.433,3923,4420,3821,12207
0.434,3922,4424,3827,12218
0.435,3922,4424,3827,12219
0.436,3922,4427,3832,12227
0.437,3922,4429,3835,12231
0.438,3921,4431,3837,12235
0.439,3921,4433,3841,12242
0.44,3921,4434,3842,12244
0.441,3921,4438,3848,12253
0.442,3920,4441,3853,12261
0.443,3920,4442,3854,12264
0.444,3920,4444,3858,12270
0.445,3920,4446,3861,12275
0.446,3920,4448,3863,12278
0.447,3919,4451,3868,12287
0.448,3919,4451,3868,12286
0.449,3919,4455,3875,12298
0.45,3919,4458,3879,12306
0.451,3918,4464,3888,12322
0.452,3918,4464,3889,12322
0.453,3918,4467,3894,12330
0.454,3918,4469,3895,12333
0.455,3918,4470,3897,12336
0.456,3917,4473,3902,12344
0.457,3917,4473,3903,12346
0.458,3917,4477,3909,12355
0.459,3917,4480,3913,12364
0.46,3917,4482,3916,12368
0.461,3916,4484,3919,12373
0.462,3916,4486,3923,12379
0.463,3916,4491,3929,12391
0.464,3916,4491,3930,12391
0.465,3915,4494,3934,12399
0.466,3916,4496,3936,12403
0.467,3915,4497,3938,12405
0.468,3915,4500,3943,12414
0.469,3915,4504,3949,12424
0.47,3915,4505,3950,12427
0.471,3915,4507,3954,12432
0.472,3915,4510,3957,12439
0.473,3914,4510,3959,12441
0.474,3914,4514,3964,12450
0.475,3913,4518,3970,12460
0.476,3914,4518,3970,12460
0.477,3913,4521,3975,12469
0.478,3913,4522,3977,12472
0.479,3913,4524,3981,12478
0.48,3913,4527,3984,12484
0.481,3913,4527,3985,12485
0.482,3912,4531,3991,12494
0.483,3912,4535,3996,12504
0.484,3912,4536,3998,12507
0.485,3912,4538,4002,12513
0.486,3911,4540,4004,12517
0.487,3912,4541,4006,12520
0.488,3911,4544,4011,12530
0.489,3911,4547,4016,12537
0.49,3911,4549,4018,12541
0.491,3911,4551,4021,12546
0.492,3910,4553,4025,12553
0.493,3910,4554,4026,12554
0.494,3910,4558,4032,12563
0.495,3909,4561,4037,12572
0.496,3909,4562,4038,12574
0.497,3909,4563,4039,12577
0.498,3909,4566,4045,12586
0.499,3909,4571,4052,12597
0.5,3908,4573,4056,12604
0.501,3904,4585,4077,12634
0.502,3901,4588,4083,12642
0.503,3898,4591,4089,12650
0.504,3896,4594,4094,12656
0.505,3895,4594,4095,12658
0.506,3894,4596,4098,12661
0.507,3893,4597,4102,12665
0.508,3892,4598,4102,12666
0.509,3890,4601,4108,12673
0.51,3888,4603,4113,12679
0.511,3887,4603,4115,12681
0.512,3886,4605,4118,12684
0.513,3884,4607,4121,12688
0.514,3884,4607,4122,12689
0.515,3882,4609,4127,12695
0.516,3880,4612,4132,12701
0.517,3879,4612,4134,12703
0.518,3878,4613,4135,12704
0.519,3876,4616,4140,12711
0.52,3873,4618,4146,12718
0.521,3874,4619,4147,12719
0.522,3872,4620,4150,12723
0.523,3870,4622,4153,12726
0.524,3870,4623,4155,12729
0.525,3868,4625,4159,12734
0.526,3865,4627,4165,12740
0.527,3865,4628,4166,12741
0.528,3863,4630,4170,12746
0.529,3862,4631,4172,12749
0.53,3861,4632,4174,12751
0.531,3859,4634,4178,12756
0.532,3859,4634,4180,12757
0.533,3857,4637,4185,12764
0.534,3854,4640,4191,12771
0.535,3854,4640,4192,12771
0.536,3852,4641,4195,12775
0.537,3851,4643,4198,12778
0.538,3850,4643,4199,12781
0.539,3848,4646,4204,12786
0.54,3845,4649,4211,12794
0.541,3845,4649,4210,12793
0.542,3843,4651,4215,12799
0.543,3842,4651,4217,12801
0.544,3841,4653,4219,12804
0.545,3839,4654,4223,12807
0.546,3839,4655,4224,12809
0.547,3837,4657,4229,12815
0.548,3834,4659,4234,12820
0.549,3834,4660,4235,12822
0.55,3833,4662,4238,12826
0.551,3829,4666,4247,12837
0.552,3828,4666,4248,12837
0.553,3827,4667,4250,12840
0.554,3826,4669,4254,12845
0.555,3825,4670,4256,12847
0.556,3823,4672,4260,12852
0.557,3820,4674,4265,12856
0.558,3820,4675,4267,12859
0.559,3819,4676,4270,12863
0.56,3818,4678,4273,12868
0.561,3817,4679,4275,12869
0.562,3814,4681,4279,12875
0.563,3815,4681,4280,12875
0.564,3812,4684,4286,12882
0.565,3810,4686,4290,12886
0.566,3809,4688,4293,12891
0.567,3808,4688,4295,12893
0.568,3806,4690,4299,12898
0.569,3806,4690,4299,12898
0.57,3804,4693,4305,12905
0.571,3801,4695,4309,12909
0.572,3801,4696,4311,12911
0.573,3799,4697,4313,12913
0.574,3797,4698,4316,12917
0.575,3797,4699,4317,12919
0.576,3795,4701,4323,12925
0.577,3792,4704,4328,12931
0.578,3792,4704,4329,12932
0.579,3790,4706,4332,12935
0.58,3789,4707,4335,12939
0.581,3789,4707,4336,12940
0.582,3786,4710,4341,12946
0.583,3784,4712,4347,12953
0.584,3784,4713,4348,12954
0.585,3783,4714,4350,12956
0.586,3781,4716,4354,12962
0.587,3781,4716,4355,12961
0.588,3778,4719,4360,12969
0.589,3776,4721,4365,12973
0.59,3775,4722,4367,12975
0.591,3774,4723,4369,12977
0.592,3772,4724,4372,12981
0.593,3772,4725,4374,12983
0.594,3769,4727,4378,12988
0.595,3768,4729,4383,12995
0.596,3767,4730,4385,12997
0.597,3766,4732,4388,13001
0.598,3764,4733,4391,13004
0.599,3761,4736,4397,13011
0.6,3761,4737,4400,13014
0.601,3758,4739,4404,13018
0.602,3755,4741,4410,13025
0.603,3756,4742,4410,13027
0.604,3753,4744,4414,13031
0.605,3752,4745,4416,13033
0.606,3751,4746,4419,13038
0.607,3750,4747,4422,13040
0.608,3749,4748,4424,13043
0.609,3747,4750,4429,13047
0.61,3747,4750,4429,13047
0.611,3744,4753,4435,13054
0.612,3742,4755,4439,13059
0.613,3741,4756,4441,13062
0.614,3740,4757,4443,13065
0.615,3738,4759,4447,13069
0.616,3736,4762,4453,13076
0.617,3735,4762,4454,13077
0.618,3734,4764,4458,13082
0.619,3733,4765,4460,13085
0.62,3733,4766,4461,13086
0.621,3730,4768,4467,13092
0.622,3727,4770,4472,13097
0.623,3727,4771,4473,13099
0.624,3725,4773,4477,13104
0.625,3725,4774,4479,13106
0.626,3723,4775,4481,13109
0.627,3722,4777,4485,13113
0.628,3721,4777,4487,13115
0.629,3719,4779,4491,13121
0.63,3716,4782,4497,13128
0.631,3716,4782,4497,13127
0.632,3714,4784,4502,13132
0.633,3713,4785,4504,13134
0.634,3712,4786,4506,13137
0.635,3710,4787,4509,13140
0.636,3710,4788,4510,13142
0.637,3707,4790,4516,13147
0.638,3705,4793,4521,13154
0.639,3704,4793,4522,13156
0.64,3703,4794,4524,13158
0.641,3702,4796,4528,13163
0.642,3699,4798,4533,13168
0.643,3699,4799,4534,13169
0.644,3697,4801,4538,13173
0.645,3696,4801,4540,13175
0.646,3695,4803,4543,13179
0.647,3693,4805,4547,13184
0.648,3690,4807,4552,13190
0.649,3690,4808,4553,13191
0.65,3688,4809,4557,13196
0.651,3687,4810,4559,13198
0.652,3684,4813,4565,13204
0.653,3682,4815,4570,13210
0.654,3682,4816,4571,13211
0.655,3680,4817,4574,13214
0.656,3678,4818,4577,13218
0.657,3678,4819,4578,13219
0.658,3676,4821,4583,13225
0.659,3673,4823,4587,13228
0.66,3673,4824,4590,13233
0.661,3671,4825,4592,13234
0.662,3670,4826,4596,13238
0.663,3669,4827,4597,13241
0.664,3667,4830,4602,13246
0.665,3665,4832,4606,13252
0.666,3664,4832,4607,13252
0.667,3664,4833,4610,13255
0.668,3662,4835,4614,13259
0.669,3662,4836,4615,13261
0.67,3659,4838,4619,13266
0.671,3656,4840,4625,13273
0.672,3656,4841,4626,13275
0.673,3655,4842,4628,13276
0.674,3653,4843,4632,13280
0.675,3653,4843,4632,13280
0.676,3650,4846,4638,13288
0.677,3648,4849,4643,13293
0.678,3647,4849,4644,13295
0.679,3647,4850,4646,13296
0.68,3644,4852,4650,13301
0.681,3642,4854,4655,13306
0.682,3642,4855,4657,13309
0.683,3640,4856,4659,13311
0.684,3639,4857,4662,13315
0.685,3639,4858,4663,13315
0.686,3636,4860,4669,13322
0.687,3633,4862,4674,13328
0.688,3633,4863,4674,13329
0.689,3631,4864,4678,13332
0.69,3630,4865,4681,13336
0.691,3630,4866,4683,13338
0.692,3627,4868,4686,13342
0.693,3627,4868,4686,13341
0.694,3624,4870,4692,13348
0.695,3623,4873,4696,13352
0.696,3622,4874,4699,13356
0.697,3621,4874,4699,13357
0.698,3618,4876,4704,13362
0.699,3616,4878,4709,13367
0.7,3616,4879,4711,13369
0.701,3614,4880,4714,13373
0.702,3610,4884,4722,13382
0.703,3610,4884,4722,13382
0.704,3608,4886,4726,13386
0.705,3608,4887,4729,13390
0.706,3606,4888,4731,13393
0.707,3604,4889,4733,13394
0.708,3604,4890,4735,13396
0.709,3602,4893,4741,13403
0.71,3599,4895,4745,13408
0.711,3598,4895,4746,13409
0.712,3597,4896,4750,13412
0.713,3595,4897,4752,13415
0.714,3595,4898,4754,13417
0.715,3593,4900,4758,13422
0.716,3592,4900,4759,13423
0.717,3590,4903,4764,13428
0.718,3587,4905,4769,13435
0.719,3587,4906,4771,13436
0.72,3585,4907,4773,13440
0.721,3584,4909,4777,13443
0.722,3583,4909,4778,13445
0.723,3581,4911,4782,13449
0.724,3578,4914,4788,13456
0.725,3578,4914,4789,13457
0.726,3576,4915,4793,13460
0.727,3575,4917,4795,13464
0.728,3574,4918,4797,13466
0.729,3573,4919,4800,13469
0.73,3572,4920,4802,13471
0.731,3569,4922,4806,13475
0.732,3567,4924,4811,13481
0.733,3567,4925,4813,13483
0.734,3565,4926,4816,13487
0.735,3564,4927,4818,13489
0.736,3563,4928,4820,13491
0.737,3561,4930,4824,13496
0.738,3561,4930,4825,13497
0.739,3558,4932,4830,13502
0.74,3556,4934,4835,13508
0.741,3555,4935,4836,13508
0.742,3553,4936,4839,13512
0.743,3552,4937,4841,13514
0.744,3551,4938,4844,13517
0.745,3549,4940,4848,13522
0.746,3546,4943,4853,13528
0.747,3546,4943,4853,13528
0.748,3544,4944,4858,13532
0.749,3543,4945,4859,13534
0.75,3542,4946,4862,13536
0.751,3538,4950,4870,13545
0.752,3537,4950,4871,13547
0.753,3536,4952,4875,13550
0.754,3534,4953,4877,13553
0.755,3534,4954,4879,13557
0.756,3532,4955,4883,13559
0.757,3532,4956,4884,13561
0.758,3529,4958,4889,13566
0.759,3526,4961,4894,13573
0.76,3526,4961,4895,13574
0.761,3525,4962,4897,13575
0.762,3523,4963,4900,13579
0.763,3523,4964,4902,13581
0.764,3520,4966,4906,13585
0.765,3517,4968,4911,13590
0.766,3517,4968,4912,13592
0.767,3515,4970,4915,13595
0.768,3514,4971,4918,13597
0.769,3514,4971,4919,13599
0.77,3511,4973,4924,13605
0.771,3509,4975,4928,13608
0.772,3508,4976,4930,13611
0.773,3507,4977,4932,13612
0.774,3506,4979,4935,13617
0.775,3502,4981,4941,13623
0.776,3503,4981,4941,13624
0.777,3500,4982,4945,13627
0.778,3499,4983,4946,13628
0.779,3498,4984,4949,13631
0.78,3497,4986,4953,13635
0.781,3496,4986,4953,13636
0.782,3494,4988,4958,13641
0.783,3491,4990,4962,13645
0.784,3491,4991,4964,13649
0.785,3490,4992,4967,13651
0.786,3488,4994,4970,13655
0.787,3488,4994,4971,13656
0.788,3485,4996,4976,13662
0.789,3483,4998,4980,13667
0.79,3482,4999,4982,13669
0.791,3482,5000,4983,13670
0.792,3479,5001,4987,13674
0.793,3476,5003,4993,13680
0.794,3476,5004,4993,13680
0.795,3474,5005,4996,13683
0.796,3473,5006,4999,13685
0.797,3473,5007,5001,13688
0.798,3471,5009,5005,13692
0.799,3470,5009,5005,13694
0.8,3466,5013,5014,13703
0.801,3465,5013,5017,13705
0.802,3464,5014,5017,13706
0.803,3462,5016,5022,13711
0.804,3460,5018,5026,13715
0.805,3459,5019,5028,13717
0.806,3458,5020,5030,13721
0.807,3456,5022,5034,13724
0.808,3456,5022,5035,13726
0.809,3453,5024,5040,13730
0.81,3451,5026,5044,13735
0.811,3450,5027,5045,13737
0.812,3449,5028,5048,13740
0.813,3447,5029,5051,13743
0.814,3447,5030,5052,13744
0.815,3444,5031,5057,13749
0.816,3442,5033,5060,13753
0.817,3441,5035,5063,13756
0.818,3440,5035,5065,13758
0.819,3438,5037,5069,13763
0.82,3436,5039,5074,13768
0.821,3436,5040,5075,13770
0.822,3433,5041,5079,13773
0.823,3433,5043,5081,13776
0.824,3431,5044,5084,13779
0.825,3430,5045,5087,13782
0.826,3430,5045,5088,13783
0.827,3427,5047,5092,13788
0.828,3424,5050,5098,13793
0.829,3424,5050,5098,13794
